"","Year","X","State","Wage","Total","Number","Standard.error","Percent","Standard.error.1","Fed","Annual","Index","RealWage"
"844",2001,1060,"Oklahoma",3.58,"3,372","508",43,15.1,1.18,0,186.1,1.27832885545406,4.57641730252552
"845",2001,1089,"Oregon",6.5,"3,446","408",38,11.8,1.04,0,186.1,1.27832885545406,8.30913756045137
"846",2001,1118,"Pennsylvania",5.15,"12,087","1,158",78,9.6,0.62,0,186.1,1.27832885545406,6.58339360558839
"847",2001,1174,"Poverty Threshold",8.7,NA,NA,NA,NA,NA,0,186.1,1.27832885545406,11.1214610424503
"848",2001,1204,"Rhode Island",6.15,"1,043","100",9,9.6,0.84,0,186.1,1.27832885545406,7.86172246104245
"849",2001,1233,"South Carolina",5.15,"3,995","603",50,15.1,1.16,1,186.1,1.27832885545406,6.58339360558839
"850",2001,1262,"South Dakota",5.15,"737","62",7,8.4,0.85,0,186.1,1.27832885545406,6.58339360558839
"851",2001,1291,"Tennessee",5.15,"5,670","802",74,14.1,1.2,1,186.1,1.27832885545406,6.58339360558839
"852",2001,1320,"Texas",3.35,"21,030","3,129",157,14.9,0.69,0,186.1,1.27832885545406,4.28240166577109
"853",2001,1349,"Utah",5.15,"2,257","238",24,10.5,1.01,0,186.1,1.27832885545406,6.58339360558839
"854",2001,1378,"Vermont",6.25,"605","59",6,9.7,0.92,0,186.1,1.27832885545406,7.98955534658786
"855",2001,1407,"Virginia",5.15,"7,080","564",62,8,0.84,0,186.1,1.27832885545406,6.58339360558839
"856",2001,1436,"Washington",6.72,"5,920","634",62,10.7,0.99,0,186.1,1.27832885545406,8.59036990865126
"857",2001,1465,"West Virginia",5.15,"1,769","291",22,16.4,1.15,0,186.1,1.27832885545406,6.58339360558839
"858",2001,1494,"Wisconsin",5.15,"5,323","423",43,7.9,0.78,0,186.1,1.27832885545406,6.58339360558839
"859",2001,1523,"Wyoming",1.6,"487","42",5,8.7,0.93,0,186.1,1.27832885545406,2.04532616872649
"860",2002,17,"Alabama",5.15,"4,432","640",55,14.5,1.15,1,190.5,1.2488031496063,6.43133622047244
"861",2002,46,"Alaska",5.65,"632","56",6,8.8,0.9,0,190.5,1.2488031496063,7.05573779527559
"862",2002,75,"Arizona",5.15,"5,424","735",69,13.5,1.19,1,190.5,1.2488031496063,6.43133622047244
"863",2002,104,"Arkansas",5.15,"2,690","532",42,19.8,1.39,0,190.5,1.2488031496063,6.43133622047244
"864",2002,133,"California",6.75,"35,068","4,605",197,13.1,0.53,0,190.5,1.2488031496063,8.42942125984252
"865",2002,162,"Colorado",5.15,"4,470","436",40,9.8,0.85,0,190.5,1.2488031496063,6.43133622047244
"866",2002,191,"Connecticut",6.7,"3,377","279",28,8.3,0.8,0,190.5,1.2488031496063,8.3669811023622
"867",2002,220,"Delaware",6.15,"796","73",8,9.1,0.97,0,190.5,1.2488031496063,7.68013937007874
"868",2002,249,"Federal",5.15,NA,NA,NA,NA,NA,0,190.5,1.2488031496063,6.43133622047244
"869",2002,278,"Florida",5.15,"16,391","2,058",112,12.6,0.64,1,190.5,1.2488031496063,6.43133622047244
"870",2002,307,"Georgia",5.15,"8,413","939",90,11.2,1.01,0,190.5,1.2488031496063,6.43133622047244
"871",2002,336,"Hawaii",5.75,"1,219","138",14,11.3,1.04,0,190.5,1.2488031496063,7.18061811023622
"872",2002,365,"Idaho",5.15,"1,296","147",15,11.3,1.11,0,190.5,1.2488031496063,6.43133622047244
"873",2002,394,"Illinois",5.15,"12,495","1,594",96,12.8,0.72,0,190.5,1.2488031496063,6.43133622047244
"874",2002,423,"Indiana",5.15,"6,086","552",51,9.1,0.8,0,190.5,1.2488031496063,6.43133622047244
"875",2002,452,"Iowa",5.15,"2,899","267",27,9.2,0.88,0,190.5,1.2488031496063,6.43133622047244
"876",2002,481,"Kansas",2.65,"2,681","269",26,10.1,0.92,0,190.5,1.2488031496063,3.30932834645669
"877",2002,510,"Kentucky",5.15,"4,033","571",49,14.2,1.13,0,190.5,1.2488031496063,6.43133622047244
"878",2002,539,"Louisiana",5.15,"4,445","777",64,17.5,1.32,1,190.5,1.2488031496063,6.43133622047244
"879",2002,568,"Maine",5.75,"1,265","170",13,13.4,0.99,0,190.5,1.2488031496063,7.18061811023622
"880",2002,597,"Maryland",5.15,"5,419","400",44,7.4,0.77,0,190.5,1.2488031496063,6.43133622047244
"881",2002,626,"Massachusetts",6.75,"6,469","648",56,10,0.82,0,190.5,1.2488031496063,8.42942125984252
"882",2002,655,"Michigan",5.15,"9,897","1,152",78,11.6,0.74,0,190.5,1.2488031496063,6.43133622047244
"883",2002,684,"Minnesota",5.03,"5,044","325",37,6.5,0.72,0,190.5,1.2488031496063,6.28147984251969
"884",2002,713,"Mississippi",5.15,"2,785","513",44,18.4,1.41,1,190.5,1.2488031496063,6.43133622047244
"885",2002,742,"Missouri",5.15,"5,581","551",53,9.9,0.9,0,190.5,1.2488031496063,6.43133622047244
"886",2002,771,"Montana",4.58,"902","122",12,13.5,1.25,0,190.5,1.2488031496063,5.71951842519685
"887",2002,800,"Nebraska",5.15,"1,700","181",18,10.6,1,0,190.5,1.2488031496063,6.43133622047244
"888",2002,829,"Nevada",5.15,"2,114","188",19,8.9,0.86,0,190.5,1.2488031496063,6.43133622047244
"889",2002,858,"New Hampshire",5.15,"1,264","73",9,5.8,0.69,0,190.5,1.2488031496063,6.43133622047244
"890",2002,887,"New Jersey",5.15,"8,585","681",57,7.9,0.64,0,190.5,1.2488031496063,6.43133622047244
"891",2002,916,"New Mexico",4.25,"1,837","328",30,17.9,1.48,0,190.5,1.2488031496063,5.30741338582677
"892",2002,945,"New York",5.15,"19,224","2,690",120,14,0.58,0,190.5,1.2488031496063,6.43133622047244
"893",2002,974,"North Carolina",5.15,"8,146","1,165",82,14.3,0.93,0,190.5,1.2488031496063,6.43133622047244
"894",2002,1003,"North Dakota",5.15,"632","73",7,11.6,1.01,0,190.5,1.2488031496063,6.43133622047244
"895",2002,1032,"Ohio",3.53,"11,253","1,099",79,9.8,0.67,0,190.5,1.2488031496063,4.40827511811024
"896",2002,1061,"Oklahoma",3.58,"3,473","489",43,14.1,1.14,0,190.5,1.2488031496063,4.47071527559055
"897",2002,1090,"Oregon",6.5,"3,503","380",37,10.9,1,0,190.5,1.2488031496063,8.11722047244094
"898",2002,1119,"Pennsylvania",5.15,"12,168","1,152",78,9.5,0.61,0,190.5,1.2488031496063,6.43133622047244
"899",2002,1175,"Poverty Threshold",8.84,NA,NA,NA,NA,NA,0,190.5,1.2488031496063,11.0394198425197
"900",2002,1205,"Rhode Island",6.15,"1,055","116",10,11,0.89,0,190.5,1.2488031496063,7.68013937007874
"901",2002,1234,"South Carolina",5.15,"3,989","568",49,14.3,1.13,1,190.5,1.2488031496063,6.43133622047244
"902",2002,1263,"South Dakota",5.15,"743","85",8,11.5,0.97,0,190.5,1.2488031496063,6.43133622047244
"903",2002,1292,"Tennessee",5.15,"5,655","839",75,14.8,1.23,1,190.5,1.2488031496063,6.43133622047244
"904",2002,1321,"Texas",5.15,"21,482","3,362",162,15.6,0.7,0,190.5,1.2488031496063,6.43133622047244
"905",2002,1350,"Utah",5.15,"2,308","228",24,9.9,0.97,0,190.5,1.2488031496063,6.43133622047244
"906",2002,1379,"Vermont",6.25,"616","61",6,9.9,0.92,0,190.5,1.2488031496063,7.80501968503937
"907",2002,1408,"Virginia",5.15,"7,108","702",69,9.9,0.92,0,190.5,1.2488031496063,6.43133622047244
"908",2002,1437,"Washington",6.9,"5,988","657",63,11,1,0,190.5,1.2488031496063,8.61674173228347
"909",2002,1466,"West Virginia",5.15,"1,747","293",22,16.8,1.16,0,190.5,1.2488031496063,6.43133622047244
"910",2002,1495,"Wisconsin",5.15,"5,463","467",45,8.6,0.79,0,190.5,1.2488031496063,6.43133622047244
"911",2002,1524,"Wyoming",5.15,"488","44",5,9,0.94,0,190.5,1.2488031496063,6.43133622047244
"912",2003,18,"Alabama",5.15,"4,417","663",56,15,1.17,1,193.2,1.23135093167702,6.34145729813665
"913",2003,47,"Alaska",7.15,"643","62",6,9.6,0.93,0,193.2,1.23135093167702,8.80415916149068
"914",2003,76,"Arizona",5.15,"5,558","749",70,13.5,1.17,1,193.2,1.23135093167702,6.34145729813665
"915",2003,105,"Arkansas",5.15,"2,670","474",39,17.8,1.34,0,193.2,1.23135093167702,6.34145729813665
"916",2003,134,"California",6.75,"35,309","4,634",198,13.1,0.53,0,193.2,1.23135093167702,8.31161878881988
"917",2003,163,"Colorado",5.15,"4,478","436",40,9.7,0.85,0,193.2,1.23135093167702,6.34145729813665
"918",2003,192,"Connecticut",6.9,"3,417","278",28,8.1,0.79,0,193.2,1.23135093167702,8.49632142857143
"919",2003,221,"Delaware",6.15,"818","60",7,7.3,0.86,0,193.2,1.23135093167702,7.57280822981367
"920",2003,250,"Federal",5.15,NA,NA,NA,NA,NA,0,193.2,1.23135093167702,6.34145729813665
"921",2003,279,"Florida",5.15,"16,884","2,148",114,12.7,0.63,1,193.2,1.23135093167702,6.34145729813665
"922",2003,308,"Georgia",5.15,"8,559","1,014",94,11.9,1.03,0,193.2,1.23135093167702,6.34145729813665
"923",2003,337,"Hawaii",6.25,"1,250","117",12,9.3,0.95,0,193.2,1.23135093167702,7.69594332298137
"924",2003,366,"Idaho",5.15,"1,356","138",15,10.2,1.03,0,193.2,1.23135093167702,6.34145729813665
"925",2003,395,"Illinois",5.15,"12,616","1,592",95,12.6,0.71,0,193.2,1.23135093167702,6.34145729813665
"926",2003,424,"Indiana",5.15,"6,130","610",54,9.9,0.83,0,193.2,1.23135093167702,6.34145729813665
"927",2003,453,"Iowa",5.15,"2,916","260",26,8.9,0.87,0,193.2,1.23135093167702,6.34145729813665
"928",2003,482,"Kansas",2.65,"2,676","288",27,10.8,0.95,0,193.2,1.23135093167702,3.2630799689441
"929",2003,511,"Kentucky",5.15,"4,100","589",50,14.4,1.13,0,193.2,1.23135093167702,6.34145729813665
"930",2003,540,"Louisiana",5.15,"4,422","750",63,17,1.3,1,193.2,1.23135093167702,6.34145729813665
"931",2003,569,"Maine",6.25,"1,279","149",13,11.6,0.92,0,193.2,1.23135093167702,7.69594332298137
"932",2003,598,"Maryland",5.15,"5,485","472",47,8.6,0.83,0,193.2,1.23135093167702,6.34145729813665
"933",2003,627,"Massachusetts",6.75,"6,357","652",56,10.3,0.83,0,193.2,1.23135093167702,8.31161878881988
"934",2003,656,"Michigan",5.15,"9,893","1,125",77,11.4,0.73,0,193.2,1.23135093167702,6.34145729813665
"935",2003,685,"Minnesota",5.03,"5,075","376",40,7.4,0.76,0,193.2,1.23135093167702,6.1936951863354
"936",2003,714,"Mississippi",5.15,"2,851","456",41,16,1.32,1,193.2,1.23135093167702,6.34145729813665
"937",2003,743,"Missouri",5.15,"5,606","602",55,10.7,0.93,0,193.2,1.23135093167702,6.34145729813665
"938",2003,772,"Montana",4.58,"915","139",13,15.1,1.31,0,193.2,1.23135093167702,5.63958726708075
"939",2003,801,"Nebraska",5.15,"1,725","168",17,9.8,0.96,0,193.2,1.23135093167702,6.34145729813665
"940",2003,830,"Nevada",5.15,"2,242","244",22,10.9,0.92,0,193.2,1.23135093167702,6.34145729813665
"941",2003,859,"New Hampshire",5.15,"1,263","73",9,5.8,0.69,0,193.2,1.23135093167702,6.34145729813665
"942",2003,888,"New Jersey",5.15,"8,574","741",60,8.6,0.67,0,193.2,1.23135093167702,6.34145729813665
"943",2003,917,"New Mexico",4.25,"1,867","338",30,18.1,1.48,0,193.2,1.23135093167702,5.23324145962733
"944",2003,946,"New York",5.15,"18,922","2,707",120,14.3,0.59,0,193.2,1.23135093167702,6.34145729813665
"945",2003,975,"North Carolina",5.15,"8,223","1,289",86,15.7,0.96,0,193.2,1.23135093167702,6.34145729813665
"946",2003,1004,"North Dakota",5.15,"631","61",6,9.7,0.94,0,193.2,1.23135093167702,6.34145729813665
"947",2003,1033,"Ohio",3.53,"11,227","1,226",83,10.9,0.7,0,193.2,1.23135093167702,4.34666878881988
"948",2003,1062,"Oklahoma",3.58,"3,430","440",40,12.8,1.1,0,193.2,1.23135093167702,4.40823633540373
"949",2003,1091,"Oregon",6.9,"3,560","446",40,12.5,1.05,0,193.2,1.23135093167702,8.49632142857143
"950",2003,1120,"Pennsylvania",5.15,"12,135","1,279",82,10.5,0.64,0,193.2,1.23135093167702,6.34145729813665
"951",2003,1176,"Poverty Threshold",9.04,NA,NA,NA,NA,NA,0,193.2,1.23135093167702,11.1314124223602
"952",2003,1206,"Rhode Island",6.15,"1,051","121",10,11.5,0.91,0,193.2,1.23135093167702,7.57280822981367
"953",2003,1235,"South Carolina",5.15,"4,060","516",46,12.7,1.07,1,193.2,1.23135093167702,6.34145729813665
"954",2003,1264,"South Dakota",5.15,"749","95",8,12.7,1.01,0,193.2,1.23135093167702,6.34145729813665
"955",2003,1293,"Tennessee",5.15,"5,901","829",75,14,1.18,1,193.2,1.23135093167702,6.34145729813665
"956",2003,1322,"Texas",5.15,"21,827","3,705",170,17,0.72,0,193.2,1.23135093167702,6.34145729813665
"957",2003,1351,"Utah",5.15,"2,346","213",23,9.1,0.92,0,193.2,1.23135093167702,6.34145729813665
"958",2003,1380,"Vermont",6.25,"610","52",5,8.5,0.86,0,193.2,1.23135093167702,7.69594332298137
"959",2003,1409,"Virginia",5.15,"7,367","740",71,10,0.91,0,193.2,1.23135093167702,6.34145729813665
"960",2003,1438,"Washington",7.01,"6,078","766",68,12.6,1.05,0,193.2,1.23135093167702,8.6317700310559
"961",2003,1467,"West Virginia",5.15,"1,785","310",23,17.4,1.17,0,193.2,1.23135093167702,6.34145729813665
"962",2003,1496,"Wisconsin",5.15,"5,412","528",48,9.8,0.84,0,193.2,1.23135093167702,6.34145729813665
"963",2003,1525,"Wyoming",5.15,"487","48",5,9.8,0.98,0,193.2,1.23135093167702,6.34145729813665
"964",2004,19,"Alabama",5.15,"4,508","762",59,16.9,1.31,1,196.6,1.21005595116989,6.23178814852492
"965",2004,48,"Alaska",7.15,"648","59",7,9.1,1.1,0,196.6,1.21005595116989,8.6519000508647
"966",2004,77,"Arizona",5.15,"5,763","830",68,14.4,1.18,1,196.6,1.21005595116989,6.23178814852492
"967",2004,106,"Arkansas",5.15,"2,723","412",35,15.1,1.3,0,196.6,1.21005595116989,6.23178814852492
"968",2004,135,"California",6.75,"35,772","4,724",165,13.2,0.46,0,196.6,1.21005595116989,8.16787767039675
"969",2004,164,"Colorado",5.15,"4,517","450",51,10,1.12,0,196.6,1.21005595116989,6.23178814852492
"970",2004,193,"Connecticut",7.1,"3,487","352",38,10.1,1.1,0,196.6,1.21005595116989,8.59139725330621
"971",2004,222,"Delaware",6.15,"825","74",9,9,1.07,0,196.6,1.21005595116989,7.44184409969481
"972",2004,251,"Federal",5.15,NA,NA,NA,NA,NA,0,196.6,1.21005595116989,6.23178814852492
"973",2004,280,"Florida",5.15,"17,419","2,028",103,11.6,0.59,1,196.6,1.21005595116989,6.23178814852492
"974",2004,309,"Georgia",5.15,"8,700","1,132",75,13,0.86,0,196.6,1.21005595116989,6.23178814852492
"975",2004,338,"Hawaii",6.25,"1,244","106",12,8.6,0.98,0,196.6,1.21005595116989,7.5628496948118
"976",2004,367,"Idaho",5.15,"1,372","136",15,9.9,1.11,0,196.6,1.21005595116989,6.23178814852492
"977",2004,396,"Illinois",5.5,"12,563","1,546",90,12.3,0.72,0,196.6,1.21005595116989,6.65530773143438
"978",2004,425,"Indiana",5.15,"6,121","712",60,11.6,0.98,0,196.6,1.21005595116989,6.23178814852492
"979",2004,454,"Iowa",5.15,"2,901","316",34,10.9,1.17,0,196.6,1.21005595116989,6.23178814852492
"980",2004,483,"Kansas",2.65,"2,669","304",32,11.4,1.21,0,196.6,1.21005595116989,3.2066482706002
"981",2004,512,"Kentucky",5.15,"4,068","723",57,17.8,1.41,0,196.6,1.21005595116989,6.23178814852492
"982",2004,541,"Louisiana",5.15,"4,419","744",58,16.8,1.33,1,196.6,1.21005595116989,6.23178814852492
"983",2004,570,"Maine",6.25,"1,290","149",17,11.6,1.28,0,196.6,1.21005595116989,7.5628496948118
"984",2004,599,"Maryland",5.15,"5,539","550",54,9.9,0.98,0,196.6,1.21005595116989,6.23178814852492
"985",2004,628,"Massachusetts",6.75,"6,363","594",55,9.3,0.86,0,196.6,1.21005595116989,8.16787767039675
"986",2004,657,"Michigan",5.15,"9,939","1,318",81,13.3,0.82,0,196.6,1.21005595116989,6.23178814852492
"987",2004,686,"Minnesota",5.03,"5,120","356",43,7,0.85,0,196.6,1.21005595116989,6.08658143438454
"988",2004,715,"Mississippi",5.15,"2,862","536",40,18.7,1.41,1,196.6,1.21005595116989,6.23178814852492
"989",2004,744,"Missouri",5.15,"5,609","686",60,12.2,1.06,0,196.6,1.21005595116989,6.23178814852492
"990",2004,773,"Montana",4.58,"908","129",12,14.2,1.3,0,196.6,1.21005595116989,5.54205625635809
"991",2004,802,"Nebraska",5.15,"1,724","163",19,9.5,1.1,0,196.6,1.21005595116989,6.23178814852492
"992",2004,831,"Nevada",5.15,"2,385","260",29,10.9,1.2,0,196.6,1.21005595116989,6.23178814852492
"993",2004,860,"New Hampshire",5.15,"1,291","71",11,5.5,0.85,0,196.6,1.21005595116989,6.23178814852492
"994",2004,889,"New Jersey",5.15,"8,652","693",61,8,0.71,0,196.6,1.21005595116989,6.23178814852492
"995",2004,918,"New Mexico",5.15,"1,899","314",28,16.5,1.49,0,196.6,1.21005595116989,6.23178814852492
"996",2004,947,"New York",5.15,"19,010","2,847",122,15,0.64,0,196.6,1.21005595116989,6.23178814852492
"997",2004,976,"North Carolina",5.15,"8,421","1,229",79,14.6,0.93,0,196.6,1.21005595116989,6.23178814852492
"998",2004,1005,"North Dakota",5.15,"627","61",7,9.7,1.09,0,196.6,1.21005595116989,6.23178814852492
"999",2004,1034,"Ohio",3.53,"11,259","1,304",81,11.6,0.72,0,196.6,1.21005595116989,4.2714975076297
"1000",2004,1063,"Oklahoma",3.58,"3,444","373",40,10.8,1.16,0,196.6,1.21005595116989,4.3320003051882
"1001",2004,1092,"Oregon",7.05,"3,572","421",45,11.8,1.25,0,196.6,1.21005595116989,8.53089445574771
"1002",2004,1121,"Pennsylvania",5.15,"12,142","1,383",84,11.4,0.69,0,196.6,1.21005595116989,6.23178814852492
"1003",2004,1177,"Poverty Threshold",9.28,NA,NA,NA,NA,NA,0,196.6,1.21005595116989,11.2293192268566
"1004",2004,1207,"Rhode Island",6.75,"1,055","122",13,11.5,1.24,0,196.6,1.21005595116989,8.16787767039675
"1005",2004,1236,"South Carolina",5.15,"4,120","615",54,14.9,1.31,1,196.6,1.21005595116989,6.23178814852492
"1006",2004,1265,"South Dakota",5.15,"751","102",9,13.5,1.18,0,196.6,1.21005595116989,6.23178814852492
"1007",2004,1294,"Tennessee",5.15,"5,846","932",67,15.9,1.14,1,196.6,1.21005595116989,6.23178814852492
"1008",2004,1323,"Texas",5.15,"22,288","3,669",144,16.5,0.65,0,196.6,1.21005595116989,6.23178814852492
"1009",2004,1352,"Utah",5.15,"2,390","241",25,10.1,1.04,0,196.6,1.21005595116989,6.23178814852492
"1010",2004,1381,"Vermont",6.75,"616","48",7,7.8,1.06,0,196.6,1.21005595116989,8.16787767039675
"1011",2004,1410,"Virginia",5.15,"7,369","693",60,9.4,0.81,0,196.6,1.21005595116989,6.23178814852492
"1012",2004,1439,"Washington",7.16,"6,116","700",61,11.4,1,0,196.6,1.21005595116989,8.6640006103764
"1013",2004,1468,"West Virginia",5.15,"1,791","254",21,14.2,1.18,0,196.6,1.21005595116989,6.23178814852492
"1014",2004,1497,"Wisconsin",5.15,"5,456","676",59,12.4,1.08,0,196.6,1.21005595116989,6.23178814852492
"1015",2004,1526,"Wyoming",5.15,"496","50",6,10,1.2,0,196.6,1.21005595116989,6.23178814852492
"1016",2005,20,"Alabama",5.15,"4,501","750",59,16.7,1.31,1,200.9,1.18415629666501,6.09840492782479
"1017",2005,49,"Alaska",7.15,"657","66",7,10,1.14,0,200.9,1.18415629666501,8.4667175211548
"1018",2005,78,"Arizona",5.15,"6,025","917",71,15.2,1.18,1,200.9,1.18415629666501,6.09840492782479
"1019",2005,107,"Arkansas",5.15,"2,756","382",34,13.8,1.25,0,200.9,1.18415629666501,6.09840492782479
"1020",2005,136,"California",6.75,"35,840","4,716",164,13.2,0.46,0,200.9,1.18415629666501,7.9930550024888
"1021",2005,165,"Colorado",5.15,"4,629","530",55,11.4,1.18,0,200.9,1.18415629666501,6.09840492782479
"1022",2005,194,"Connecticut",7.1,"3,483","326",37,9.3,1.06,0,200.9,1.18415629666501,8.40750970632155
"1023",2005,223,"Delaware",6.15,"842","78",9,9.2,1.07,0,200.9,1.18415629666501,7.2825612244898
"1024",2005,252,"Federal",5.15,NA,NA,NA,NA,NA,0,200.9,1.18415629666501,6.09840492782479
"1025",2005,281,"Florida",5.15,"17,845","1,975",102,11.1,0.57,1,200.9,1.18415629666501,6.09840492782479
"1026",2005,310,"Georgia",5.15,"9,014","1,298",80,14.4,0.88,0,200.9,1.18415629666501,6.09840492782479
"1027",2005,339,"Hawaii",6.25,"1,274","110",12,8.6,0.97,0,200.9,1.18415629666501,7.4009768541563
"1028",2005,368,"Idaho",5.15,"1,441","143",16,9.9,1.08,0,200.9,1.18415629666501,6.09840492782479
"1029",2005,397,"Illinois",6.5,"12,571","1,441",87,11.5,0.69,0,200.9,1.18415629666501,7.69701592832255
"1030",2005,426,"Indiana",5.15,"6,131","774",62,12.6,1.01,0,200.9,1.18415629666501,6.09840492782479
"1031",2005,455,"Iowa",5.15,"2,902","327",34,11.3,1.18,0,200.9,1.18415629666501,6.09840492782479
"1032",2005,484,"Kansas",2.65,"2,693","337",34,12.5,1.25,0,200.9,1.18415629666501,3.13801418616227
"1033",2005,513,"Kentucky",5.15,"4,049","599",53,14.8,1.31,0,200.9,1.18415629666501,6.09840492782479
"1034",2005,542,"Louisiana",5.15,"4,086","748",58,18.3,1.42,1,200.9,1.18415629666501,6.09840492782479
"1035",2005,571,"Maine",6.35,"1,314","166",17,12.6,1.31,0,200.9,1.18415629666501,7.5193924838228
"1036",2005,600,"Maryland",5.15,"5,560","542",54,9.7,0.97,0,200.9,1.18415629666501,6.09840492782479
"1037",2005,629,"Massachusetts",6.75,"6,318","641",57,10.1,0.9,0,200.9,1.18415629666501,7.9930550024888
"1038",2005,658,"Michigan",5.15,"9,964","1,196",78,12,0.78,0,200.9,1.18415629666501,6.09840492782479
"1039",2005,687,"Minnesota",5.03,"5,113","412",46,8.1,0.91,0,200.9,1.18415629666501,5.95630617222499
"1040",2005,716,"Mississippi",5.15,"2,843","571",41,20.1,1.46,1,200.9,1.18415629666501,6.09840492782479
"1041",2005,745,"Missouri",5.15,"5,697","659",58,11.6,1.03,0,200.9,1.18415629666501,6.09840492782479
"1042",2005,774,"Montana",4.58,"926","128",12,13.8,1.28,0,200.9,1.18415629666501,5.42343583872573
"1043",2005,803,"Nebraska",5.15,"1,760","167",19,9.5,1.09,0,200.9,1.18415629666501,6.09840492782479
"1044",2005,832,"Nevada",5.15,"2,447","260",29,10.6,1.17,0,200.9,1.18415629666501,6.09840492782479
"1045",2005,861,"New Hampshire",5.15,"1,298","73",11,5.6,0.86,0,200.9,1.18415629666501,6.09840492782479
"1046",2005,890,"New Jersey",5.15,"8,692","592",57,6.8,0.66,0,200.9,1.18415629666501,6.09840492782479
"1047",2005,919,"New Mexico",5.15,"1,938","347",29,17.9,1.52,0,200.9,1.18415629666501,6.09840492782479
"1048",2005,948,"New York",6,"18,995","2,760",121,14.5,0.64,0,200.9,1.18415629666501,7.10493777999004
"1049",2005,977,"North Carolina",5.15,"8,538","1,115",75,13.1,0.88,0,200.9,1.18415629666501,6.09840492782479
"1050",2005,1006,"North Dakota",5.15,"625","70",7,11.2,1.16,0,200.9,1.18415629666501,6.09840492782479
"1051",2005,1035,"Ohio",3.53,"11,310","1,392",84,12.3,0.74,0,200.9,1.18415629666501,4.18007172722748
"1052",2005,1064,"Oklahoma",3.58,"3,486","543",47,15.6,1.35,0,200.9,1.18415629666501,4.23927954206073
"1053",2005,1093,"Oregon",7.25,"3,619","436",45,12,1.25,0,200.9,1.18415629666501,8.5851331508213
"1054",2005,1122,"Pennsylvania",5.15,"12,237","1,372",84,11.2,0.68,0,200.9,1.18415629666501,6.09840492782479
"1055",2005,1178,"Poverty Threshold",9.6,NA,NA,NA,NA,NA,0,200.9,1.18415629666501,11.3679004479841
"1056",2005,1208,"Rhode Island",6.75,"1,052","127",13,12.1,1.26,0,200.9,1.18415629666501,7.9930550024888
"1057",2005,1237,"South Carolina",5.15,"4,164","626",55,15,1.31,1,200.9,1.18415629666501,6.09840492782479
"1058",2005,1266,"South Dakota",5.15,"765","90",8,11.8,1.11,0,200.9,1.18415629666501,6.09840492782479
"1059",2005,1295,"Tennessee",5.15,"5,853","872",65,14.9,1.11,1,200.9,1.18415629666501,6.09840492782479
"1060",2005,1324,"Texas",5.15,"22,777","3,681",144,16.2,0.63,0,200.9,1.18415629666501,6.09840492782479
"1061",2005,1353,"Utah",5.15,"2,521","232",24,9.2,0.97,0,200.9,1.18415629666501,6.09840492782479
"1062",2005,1382,"Vermont",7,"621","47",6,7.6,1.04,0,200.9,1.18415629666501,8.28909407665505
"1063",2005,1411,"Virginia",5.15,"7,442","684",60,9.2,0.8,0,200.9,1.18415629666501,6.09840492782479
"1064",2005,1440,"Washington",7.35,"6,237","636",59,10.2,0.94,0,200.9,1.18415629666501,8.7035487804878
"1065",2005,1469,"West Virginia",5.15,"1,795","276",22,15.4,1.22,0,200.9,1.18415629666501,6.09840492782479
"1066",2005,1498,"Wisconsin",5.15,"5,440","553",54,10.2,0.99,0,200.9,1.18415629666501,6.09840492782479
"1067",2005,1527,"Wyoming",5.15,"509","54",6,10.6,1.22,0,200.9,1.18415629666501,6.09840492782479
"1068",2006,21,"Alabama",5.15,"4,532","650",56,14.3,1.23,1,205.9,1.15540067994172,5.95031350169985
"1069",2006,50,"Alaska",7.15,"658","58",7,8.9,1.08,0,205.9,1.15540067994172,8.26111486158329
"1070",2006,79,"Arizona",5.15,"6,256","902",71,14.4,1.13,1,205.9,1.15540067994172,5.95031350169985
"1071",2006,108,"Arkansas",5.15,"2,748","487",38,17.7,1.38,0,205.9,1.15540067994172,5.95031350169985
"1072",2006,137,"California",6.75,"36,160","4,427",160,12.2,0.44,0,205.9,1.15540067994172,7.7989545896066
"1073",2006,166,"Colorado",5.15,"4,797","466",52,9.7,1.08,0,205.9,1.15540067994172,5.95031350169985
"1074",2006,195,"Connecticut",7.4,"3,457","275",34,8,0.99,0,205.9,1.15540067994172,8.54996503156872
"1075",2006,224,"Delaware",6.15,"858","80",9,9.3,1.07,0,205.9,1.15540067994172,7.10571418164157
"1076",2006,253,"Federal",5.15,NA,NA,NA,NA,NA,0,205.9,1.15540067994172,5.95031350169985
"1077",2006,282,"Florida",6.4,"18,029","2,068",104,11.5,0.58,0,205.9,1.15540067994172,7.394564351627
"1078",2006,311,"Georgia",5.15,"9,334","1,172",76,12.6,0.82,0,205.9,1.15540067994172,5.95031350169985
"1079",2006,340,"Hawaii",6.75,"1,254","116",13,9.2,1.01,0,205.9,1.15540067994172,7.7989545896066
"1080",2006,369,"Idaho",5.15,"1,472","141",16,9.5,1.06,0,205.9,1.15540067994172,5.95031350169985
"1081",2006,398,"Illinois",6.5,"12,633","1,338",85,10.6,0.67,0,205.9,1.15540067994172,7.51010441962117
"1082",2006,427,"Indiana",5.15,"6,334","674",59,10.6,0.93,0,205.9,1.15540067994172,5.95031350169985
"1083",2006,456,"Iowa",5.15,"2,913","301",33,10.3,1.14,0,205.9,1.15540067994172,5.95031350169985
